abiturient_id	add_time	id	name	true	ex	point	eduform_id	fintype_id
202104438	2021-07-16	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	74,81,71	1	1
202104438	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	74,81,71	1	1
202104438	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	74,81,71	1	1
202105799	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	62,61,73	1	1
202105799	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	62,61,73	1	1
202105799	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	62,61,73	1	1
202102523	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	39,39,46	1	1
202102523	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	39,39,46	1	1
202102523	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	39,39,46	1	1
202102523	2021-07-16	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	39,39,46	1	1
202102523	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	39,39,46	1	1
202105472	2021-07-16	23	Экономика	0	Математика,Обществознание,Русский язык	45,60,78	1	2
202105472	2021-07-16	24	Менеджмент	0	Математика,Обществознание,Русский язык	45,60,78	1	2
202105472	2021-07-16	25	Управление персоналом	0	Математика,Обществознание,Русский язык	45,60,78	1	2
202102052	2021-07-16	5	Приборостроение	0	Математика,Физика,Русский язык	70,52,69	1	1
202102052	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	70,52,69	1	1
202102052	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	70,52,69	1	1
202100345	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	45,66,69	1	1
202100345	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	45,66,69	1	1
202100345	2021-07-16	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	45,66,69	1	1
202100345	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,66,69	1	1
202100345	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	45,66,69	1	1
202100514	2021-07-16	30	Боеприпасы и взрыватели	1	Математика,Физика,Русский язык	68,57,55	1	1
202100514	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	68,57,55	1	1
202102481	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	62,52,66	1	1
202102481	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	62,52,66	1	1
202102481	2021-07-16	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	62,52,66	1	1
202102481	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	62,52,66	1	1
202102481	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	62,52,66	1	1
202105817	2021-07-16	11	Машиностроение	1	Математика,Физика,Русский язык	78,66,67	2	2
202105496	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	76,83,84	1	1
202105496	2021-07-16	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	76,83,84	1	1
202105496	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	76,83,84	1	1
202105496	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	76,83,84	1	1
202105496	2021-07-16	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	76,83,84	1	1
202105810	2021-07-16	24	Менеджмент	1	Математика,Обществознание,Русский язык	62,47,66	1	2
202105810	2021-07-16	25	Управление персоналом	0	Математика,Обществознание,Русский язык	62,47,66	1	2
202105810	2021-07-16	62	Реклама и связи с общественностью	0	Русский язык,Обществознание,Иностранный язык	66,47,35	1	2
202105444	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	62,41,69	1	1
202105444	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	62,41,69	1	1
202105444	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	62,41,69	1	1
202105180	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	82,88,96	1	1
202105180	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	82,88,96	1	1
202105180	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	82,88,96	1	1
202105180	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	82,88,96	1	1
202105180	2021-07-16	7	Фотоника и оптоинформатика	0	Математика,Информатика и ИКТ,Русский язык	82,88,96	1	1
202105554	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	50,58,94	1	1
202105554	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	50,58,94	1	1
202105554	2021-07-16	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	50,58,94	1	1
202105554	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	50,58,94	1	1
202105737	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	76,68,82	1	1
202105737	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	76,68,82	1	1
202105737	2021-07-16	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	76,68,82	1	1
202105737	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	76,68,82	1	1
202105737	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	76,68,82	1	1
202105818	2021-07-16	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	84,85,96	1	1
202105818	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	84,85,96	1	1
202105818	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	84,85,96	1	1
202105818	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	84,85,96	1	1
202105818	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	84,85,96	1	1
202105383	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	50,55,73	1	1
202105383	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	50,55,73	1	1
202105383	2021-07-16	36	Системы управления летательными аппаратами	0	Математика,Информатика и ИКТ,Русский язык	50,55,73	1	1
202105383	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	50,40,73	1	1
202104597	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	80,78,73	1	1
202104597	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	80,78,73	1	1
202104597	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	80,78,73	1	1
202104597	2021-07-16	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	80,48,73	1	1
202102540	2021-07-16	39	Перевод и переводоведение	1	Иностранный язык,Обществознание,Русский язык	52,51,60	1	2
202105536	2021-07-16	23	Экономика	0	Математика,Обществознание,Русский язык	39,51,69	1	2
202105536	2021-07-16	24	Менеджмент	0	Математика,Обществознание,Русский язык	39,51,69	1	2
202105536	2021-07-16	25	Управление персоналом	0	Математика,Обществознание,Русский язык	39,51,69	1	2
202105747	2021-07-16	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	74,62,72	1	1
202105747	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	74,62,72	1	1
202105747	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	74,62,72	1	1
202105747	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	74,62,72	1	1
202105747	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	74,62,72	1	1
202103675	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	82,83,94	1	1
202102837	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	68,60,76	1	1
202102837	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	68,60,76	1	1
202102837	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	68,60,76	1	1
202105826	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	72,73,88	1	1
202105826	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	72,73,88	1	1
202105826	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	72,73,88	1	1
202105826	2021-07-16	17	Техносферная безопасность	0	Математика,Информатика и ИКТ,Русский язык	72,73,88	1	2
202105106	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	78,70,90	1	1
202105106	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	78,70,90	1	1
202105106	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	78,70,90	1	1
202104945	2021-07-16	5	Приборостроение	0	Математика,Физика,Русский язык	80,53,72	1	1
202104945	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	80,53,72	1	1
202104945	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	80,53,72	1	1
202104945	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	80,53,72	1	1
202104945	2021-07-16	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	80,53,72	1	1
202105831	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	70,80,94	1	1
202105831	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	70,80,94	1	1
202105831	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	70,80,94	1	1
202102509	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	56,61,62	1	1
202102509	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	56,61,62	1	1
202102509	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	56,61,62	1	1
202102509	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	56,61,62	1	2
202102509	2021-07-16	5	Приборостроение	0	Математика,Физика,Русский язык	56,61,62	1	1
202103675	2021-07-16	3	Программная инженерия	1	Математика,Информатика и ИКТ,Русский язык	82,83,94	1	1
202103675	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	82,83,94	1	1
202105026	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	78,75,86	1	1
202105026	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	78,75,86	1	1
202105026	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	78,75,86	1	1
202105026	2021-07-16	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	78,59,86	1	1
202105026	2021-07-16	33	Проектирование авиационных и ракетных двигателей	1	Математика,Физика,Русский язык	78,59,86	1	1
202105825	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	1	Математика,Физика,Русский язык	50,46,90	1	1
202105825	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	50,46,90	1	1
202105825	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	50,46,90	1	1
202105825	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	50,46,90	1	1
202100662	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	45,39,72	1	1
202100662	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	45,39,72	1	1
202100662	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	45,39,72	1	1
202104085	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	80,61,88	1	1
202104085	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	80,61,88	1	1
202104085	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	80,61,88	1	1
202104085	2021-07-16	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	80,61,88	1	1
202104085	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	80,61,88	1	1
202103078	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	70,78,73	1	1
202103078	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	70,78,73	1	1
202103078	2021-07-16	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	70,57,73	1	1
202103078	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	1	Математика,Физика,Русский язык	70,57,73	1	1
202103078	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	70,57,73	1	1
202105839	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	45,49,76	1	1
202105839	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	45,49,76	1	1
202105839	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,49,76	1	1
202105839	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	45,49,76	1	1
202105839	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	45,49,76	1	1
202104810	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	72,60,73	1	1
202104810	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	72,60,73	1	1
202104810	2021-07-16	15	Конструкторско-технологическое обеспечение машиностроительных производств	0	Математика,Физика,Русский язык	72,60,73	1	1
202104810	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	72,60,73	1	1
202104810	2021-07-16	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	72,60,73	1	1
202102810	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	68,73,88	1	1
202102810	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	68,73,88	1	1
202105850	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	39,63,50	1	2
202105850	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	39,63,50	1	2
202105850	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	39,63,50	1	2
202105850	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	39,63,50	1	2
202105850	2021-07-16	36	Системы управления летательными аппаратами	0	Математика,Информатика и ИКТ,Русский язык	39,63,50	1	2
202105108	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	74,64,70	1	1
202105108	2021-07-16	27	Радиоэлектронные системы и комплексы	0	Математика,Физика,Русский язык	74,64,70	1	1
202105108	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	74,64,70	1	1
202103275	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	80,81,90	1	1
202103275	2021-07-16	20	Двигатели летательных аппаратов	0	Математика,Физика,Русский язык	80,81,90	1	1
202103275	2021-07-16	18	Ракетные комплексы и космонавтика	0	Математика,Физика,Русский язык	80,81,90	1	1
202103065	2021-07-16	39	Перевод и переводоведение	1	Иностранный язык,Обществознание,Русский язык	81,79,82	1	2
202105851	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	74,52,73	1	1
202105851	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	74,88,73	1	1
202105851	2021-07-16	7	Фотоника и оптоинформатика	0	Математика,Информатика и ИКТ,Русский язык	74,88,73	1	1
202105851	2021-07-16	35	Интегрированные системы летательных аппаратов	0	Математика,Информатика и ИКТ,Русский язык	74,88,73	1	1
202105566	2021-07-16	39	Перевод и переводоведение	0	Иностранный язык,Обществознание,Русский язык	90,68,86	1	2
202105566	2021-07-16	62	Реклама и связи с общественностью	0	Русский язык,Обществознание,Иностранный язык	86,68,90	1	2
202105851	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	74,88,73	1	1
202105431	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	56,45,60	1	2
202105431	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	56,45,60	1	2
202103563	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	74,75,78	1	1
202103563	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	74,75,78	1	1
202103563	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	74,75,78	1	1
202103563	2021-07-16	35	Интегрированные системы летательных аппаратов	0	Математика,Информатика и ИКТ,Русский язык	74,75,78	1	1
202103563	2021-07-16	36	Системы управления летательными аппаратами	0	Математика,Информатика и ИКТ,Русский язык	74,75,78	1	1
202102082	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	39,39,65	1	1
202102843	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	56,55,71	1	1
202102843	2021-07-16	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	56,55,71	1	1
202102843	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	56,55,71	1	1
202102843	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	56,55,71	1	1
202105123	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	78,78,78	1	1
202105123	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	78,78,78	1	1
202105123	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	78,78,78	1	1
202104991	2021-07-16	8	Лазерная техника и лазерные технологии	1	Математика,Физика,Русский язык	62,51,57	1	2
202104991	2021-07-16	5	Приборостроение	0	Математика,Физика,Русский язык	62,51,57	1	2
202104991	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	62,51,57	1	2
202102318	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	0,0,40	2	2
202105730	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	74,73,76	1	1
202105730	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	74,73,76	1	1
202105730	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	74,73,76	1	1
202105257	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	84,61,78	1	1
202105257	2021-07-16	21	Стандартизация и метрология	0	Математика,Физика,Русский язык	84,61,78	1	1
202105257	2021-07-16	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	84,61,78	1	1
202105030	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	45,58,60	1	1
202105030	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	45,58,60	1	1
202105030	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	45,58,60	1	1
202105030	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	45,58,60	1	1
202105854	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	78,80,92	1	1
202105854	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	78,80,92	1	1
202105854	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	78,80,92	1	1
202105141	2021-07-16	34	Навигационно-баллистическое обеспечение применения космической техники	0	Математика,Физика,Русский язык	56,59,66	1	1
202105141	2021-07-16	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	56,59,66	1	1
202105141	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	56,59,66	1	1
202103213	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	74,50,62	1	2
202103213	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	74,47,62	1	2
202103213	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	74,50,62	1	2
202103743	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	76,74,82	1	1
202103743	2021-07-16	10	Энергетическое машиностроение	0	Математика,Физика,Русский язык	76,74,82	1	1
202103743	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	76,74,82	1	1
202103743	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	76,74,82	1	1
202102593	2021-07-16	62	Реклама и связи с общественностью	0	Русский язык,Обществознание,Иностранный язык	80,67,69	1	2
202102593	2021-07-16	39	Перевод и переводоведение	0	Иностранный язык,Обществознание,Русский язык	69,67,80	1	2
202105077	2021-07-16	12	Технологические машины и оборудование	0	Математика,Физика,Русский язык	74,41,76	1	1
202105077	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	74,41,76	1	1
202105077	2021-07-16	19	Баллистика и гидроаэродинамика	0	Математика,Физика,Русский язык	74,41,76	1	1
202105077	2021-07-16	34	Навигационно-баллистическое обеспечение применения космической техники	1	Математика,Физика,Русский язык	74,41,76	1	1
202105077	2021-07-16	37	Специальные организационно-технические системы	0	Математика,Физика,Русский язык	74,41,76	1	1
202105275	2021-07-16	30	Боеприпасы и взрыватели	0	Математика,Физика,Русский язык	50,47,62	1	1
202105275	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	50,47,62	1	1
202105275	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	50,47,62	1	1
202101935	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	45,51,70	1	1
202101935	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	45,51,70	1	2
202101935	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	45,51,70	1	2
202101935	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	45,51,70	1	2
202101935	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	45,51,70	1	2
202104649	2021-07-16	23	Экономика	0	Математика,Обществознание,Русский язык	39,55,64	1	2
202104649	2021-07-16	24	Менеджмент	0	Математика,Обществознание,Русский язык	39,55,64	1	2
202101271	2021-07-16	31	Стрелково-пушечное, артиллерийское и ракетное оружие	0	Математика,Физика,Русский язык	70,47,56	1	1
202105374	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	80,95,94	1	1
202105374	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	80,95,94	1	1
202105374	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	80,95,94	1	1
202105374	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	80,83,94	1	1
202105374	2021-07-16	22	Управление в технических системах	0	Математика,Физика,Русский язык	80,83,94	1	1
202103562	2021-07-16	17	Техносферная безопасность	0	Математика,Информатика и ИКТ,Русский язык	0,0,0	2	2
202103562	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	0,0,0	2	2
202105538	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	76,85,94	1	1
202105538	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	76,85,94	1	1
202105538	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	76,85,94	1	1
202102948	2021-07-16	3	Программная инженерия	0	Математика,Информатика и ИКТ,Русский язык	62,63,66	1	1
202102948	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	62,63,66	1	1
202102948	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	62,63,66	1	1
202102948	2021-07-16	4	Радиотехника	0	Математика,Информатика и ИКТ,Русский язык	62,63,66	1	1
202102948	2021-07-16	7	Фотоника и оптоинформатика	0	Математика,Информатика и ИКТ,Русский язык	62,63,66	1	1
202105867	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	50,39,56	1	1
202105015	2021-07-16	11	Машиностроение	0	Математика,Физика,Русский язык	62,80,90	1	1
202105015	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	62,80,90	1	1
202105015	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	62,80,90	1	1
202105015	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	62,80,90	1	1
202103646	2021-07-16	16	Мехатроника и робототехника	0	Математика,Физика,Русский язык	70,61,84	1	1
202103646	2021-07-16	13	Прикладная механика	0	Математика,Физика,Русский язык	70,61,84	1	1
202103646	2021-07-16	18	Ракетные комплексы и космонавтика	1	Математика,Физика,Русский язык	70,61,84	1	1
202104603	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	68,63,78	1	1
202104603	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	68,63,78	1	1
202104603	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	68,63,78	1	2
202104603	2021-07-16	2	Информационные системы и технологии	0	Математика,Информатика и ИКТ,Русский язык	68,63,78	1	2
202105471	2021-07-16	5	Приборостроение	0	Математика,Физика,Русский язык	68,58,90	1	1
202105471	2021-07-16	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	68,58,90	1	1
202105471	2021-07-16	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	68,58,90	1	1
202105471	2021-07-16	32	Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов	0	Математика,Физика,Русский язык	68,58,90	1	1
202105471	2021-07-16	33	Проектирование авиационных и ракетных двигателей	0	Математика,Физика,Русский язык	68,58,90	1	1
202105674	2021-07-16	9	Теплоэнергетика и теплотехника	0	Математика,Физика,Русский язык	72,66,71	1	1
202105674	2021-07-16	10	Энергетическое машиностроение	1	Математика,Физика,Русский язык	72,66,71	1	1
202105674	2021-07-16	6	Оптотехника	0	Математика,Физика,Русский язык	72,66,71	1	1
202105674	2021-07-16	8	Лазерная техника и лазерные технологии	0	Математика,Физика,Русский язык	72,66,71	1	1
202105562	2021-07-16	1	Информатика и вычислительная техника	0	Математика,Информатика и ИКТ,Русский язык	70,60,67	1	1
