abiturient_id,status,add_time,id,name,true,ex,point,eduform_id,fintype_id
202100008,1,2021-04-09,11,Машиностроение,1,"Математика,Физика,Русский язык","74,55,72",2,2
202100009,1,2021-04-22,3,"Программная инженерия",1,"Математика,Информатика и ИКТ,Русский язык","98,88,59",2,2
202100622,1,2021-06-24,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100622,1,2021-06-24,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100622,1,2021-06-24,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100622,1,2021-06-24,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100622,1,2021-06-24,6,Оптотехника,0,"Математика,Физика,Русский язык","72,51,76",1,1
202100334,1,2021-06-28,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","62,55,78",1,1
202100334,1,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","62,55,78",1,1
202101093,1,2021-06-28,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","56,47,78",1,1
202100506,1,2021-06-28,25,"Управление персоналом",1,"Математика,Обществознание,Русский язык","56,83,88",1,2
202100601,1,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100601,1,2021-06-29,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100601,1,2021-06-29,6,Оптотехника,0,"Математика,Физика,Русский язык","72,51,76",1,1
202100601,1,2021-06-29,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","72,51,76",1,1
202100601,1,2021-06-29,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","72,51,76",1,1
202101251,0,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","68,57,69",1,1
202101251,0,2021-06-29,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","68,57,69",1,1
202101263,1,2021-06-29,23,Экономика,1,"Математика,Обществознание,Русский язык","76,55,49",1,2
202101103,1,2021-06-28,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,52,71",1,2
202101103,1,2021-06-28,23,Экономика,1,"Математика,Обществознание,Русский язык","45,52,71",1,2
202101457,0,2021-06-30,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,0,2021-06-30,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,0,2021-06-30,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,0,2021-06-30,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101691,1,2021-07-01,38,"Психология служебной деятельности",1,"Математика,Биология,Русский язык","39,47,53",1,2
202101739,1,2021-07-01,24,Менеджмент,1,"Математика,Обществознание,Русский язык","62,56,67",1,2
202101984,1,2021-07-02,20,"Двигатели летательных аппаратов",1,"Математика,Физика,Русский язык","70,60,84",1,1
202102000,1,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","82,61,80",1,1
202102000,1,2021-07-02,5,Приборостроение,1,"Математика,Физика,Русский язык","82,61,80",1,1
202102000,1,2021-07-02,11,Машиностроение,0,"Математика,Физика,Русский язык","82,61,80",1,1
202102000,1,2021-07-02,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","82,61,80",1,1
202102000,1,2021-07-02,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","82,61,80",1,1
202100283,0,2021-07-04,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","78,80,86",1,1
202100352,1,2021-06-24,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","68,73,76",1,1
202100254,1,2021-06-26,39,"Перевод и переводоведение",1,"Иностранный язык,Обществознание,Русский язык","87,78,82",1,2
202100467,1,2021-07-02,24,Менеджмент,0,"Математика,Обществознание,Русский язык","72,55,73",1,2
202100467,1,2021-07-02,23,Экономика,1,"Математика,Обществознание,Русский язык","72,55,73",1,2
202101876,1,2021-07-03,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","39,60,65",1,2
202101876,1,2021-07-03,24,Менеджмент,0,"Математика,Обществознание,Русский язык","39,60,65",1,2
202101876,1,2021-07-03,23,Экономика,1,"Математика,Обществознание,Русский язык","39,60,65",1,2
202100626,1,2021-07-03,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","74,44,90",1,1
202100626,1,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","74,44,90",1,1
202101973,1,2021-07-02,24,Менеджмент,1,"Математика,Обществознание,Русский язык","50,57,65",1,2
202101162,1,2021-07-03,5,Приборостроение,0,"Математика,Физика,Русский язык","76,58,67",1,1
202101162,1,2021-07-03,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","76,58,67",1,1
202102041,0,2021-07-04,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,73",1,2
202102041,0,2021-07-04,24,Менеджмент,1,"Математика,Обществознание,Русский язык","45,62,73",1,2
202102041,0,2021-07-04,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,73",1,2
202100305,1,2021-06-27,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","94,91,98",1,1
202102018,1,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","45,47,57",1,2
202102018,1,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","45,47,57",1,1
202102018,1,2021-07-03,11,Машиностроение,0,"Математика,Физика,Русский язык","45,47,57",1,1
202102018,1,2021-07-03,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","45,47,57",1,2
202102018,1,2021-07-03,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","45,47,57",1,1
202102018,1,2021-07-03,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","45,48,57",1,2
202102018,1,2021-07-03,3,"Программная инженерия",0,"Математика,Информатика и ИКТ,Русский язык","45,48,57",1,1
202102018,1,2021-07-03,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","45,48,57",1,2
202102018,1,2021-07-03,2,"Информационные системы и технологии",0,"Математика,Информатика и ИКТ,Русский язык","45,48,57",1,1
202101640,1,2021-07-01,38,"Психология служебной деятельности",1,"Математика,Биология,Русский язык","56,50,71",1,2
202100077,0,2021-06-16,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","45,14,59",1,1
202100077,0,2021-06-16,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","45,14,59",1,1
202100560,0,2021-07-03,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","68,70,76",1,1
202100560,0,2021-07-03,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,70,76",1,1
202100560,0,2021-07-03,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,70,76",1,1
202100560,0,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,70,76",1,1
202102038,1,2021-07-03,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,49,78",1,2
202102038,1,2021-07-03,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,49,78",1,2
202102038,1,2021-07-03,38,"Психология служебной деятельности",1,"Математика,Биология,Русский язык","45,57,78",1,2
202100216,0,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,0,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,0,2021-06-29,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,0,2021-06-29,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,0,2021-06-29,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,0,2021-06-29,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,0,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,0,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,0,2021-06-29,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,0,2021-06-29,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","70,60,69",1,1
202101453,1,2021-07-01,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","56,41,61",1,1
202101453,1,2021-07-01,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","56,41,61",1,1
202101453,1,2021-07-01,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","56,41,61",1,1
202101060,0,2021-07-03,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","39,40,50",1,1
202101060,0,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","39,40,50",1,2
202101060,0,2021-07-03,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","39,40,50",1,2
202101060,0,2021-07-03,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","39,40,50",1,2
202101060,0,2021-07-03,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","39,40,50",1,2
202101618,1,2021-07-04,24,Менеджмент,1,"Математика,Обществознание,Русский язык","62,64,78",1,2
202102058,0,2021-07-04,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","76,81,90",1,1
202102058,0,2021-07-04,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","76,81,90",1,1
202102058,0,2021-07-04,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","76,81,90",1,1
202101229,0,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","45,47,84",1,1
202101229,0,2021-07-02,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","45,47,84",1,1
202100261,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",1,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100880,1,2021-07-02,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","72,62,94",1,1
202100880,1,2021-07-02,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","72,62,94",1,1
202100880,1,2021-07-02,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","72,62,94",1,1
202100880,1,2021-07-02,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","72,62,94",1,1
202100880,1,2021-07-02,13,"Прикладная механика",0,"Математика,Физика,Русский язык","72,62,94",1,1
202101329,1,2021-06-30,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,71,72",1,2
202101329,1,2021-06-30,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,71,72",1,2
202101329,1,2021-06-30,23,Экономика,1,"Математика,Обществознание,Русский язык","45,71,72",1,2
202101444,1,2021-06-30,24,Менеджмент,1,"Математика,Обществознание,Русский язык","45,48,53",3,2
202100216,1,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,1,2021-06-29,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,1,2021-06-29,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,1,2021-06-29,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,1,2021-06-29,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,1,2021-06-29,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,1,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,1,2021-06-29,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","70,60,69",1,1
202100216,1,2021-06-29,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","70,60,69",1,2
202100216,1,2021-06-29,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","70,60,69",1,1
202101800,0,2021-07-03,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,0,2021-07-03,24,Менеджмент,1,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,0,2021-07-03,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,0,2021-07-02,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202101800,0,2021-07-02,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202101800,0,2021-07-02,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202101615,1,2021-07-02,24,Менеджмент,0,"Математика,Обществознание,Русский язык","50,78,72",1,2
202101615,1,2021-07-02,25,"Управление персоналом",1,"Математика,Обществознание,Русский язык","50,78,72",1,2
202101800,1,2021-07-03,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,1,2021-07-03,24,Менеджмент,1,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,1,2021-07-03,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,55",3,2
202101800,1,2021-07-02,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202101800,1,2021-07-02,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202101800,1,2021-07-02,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,62,55",1,2
202100261,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100261,0,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",1,"Математика,Физика,Русский язык","68,46,78",1,2
202100261,0,2021-06-28,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","68,46,78",1,1
202100961,1,2021-07-01,22,"Управление в технических системах",0,"Математика,Физика,Русский язык","70,72,86",1,1
202100961,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","70,72,86",1,1
202100961,1,2021-07-01,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","70,72,86",1,1
202100961,1,2021-07-01,11,Машиностроение,0,"Математика,Физика,Русский язык","70,72,86",1,1
202100112,1,2021-06-24,26,"Фундаментальная и прикладная лингвистика",1,"Иностранный язык,Математика,Русский язык","80,70,82",1,2
202101310,1,2021-07-04,39,"Перевод и переводоведение",1,"Иностранный язык,Обществознание,Русский язык","64,49,60",1,2
202100805,1,2021-07-01,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","82,61,82",1,1
202100805,1,2021-07-01,13,"Прикладная механика",0,"Математика,Физика,Русский язык","82,61,82",1,1
202100805,1,2021-07-01,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","82,61,82",1,1
202100805,1,2021-07-01,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","82,61,82",1,1
202100805,1,2021-07-01,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,"Математика,Физика,Русский язык","82,61,82",1,1
202100143,0,2021-06-28,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,66,72",1,1
202100143,0,2021-06-28,5,Приборостроение,0,"Математика,Физика,Русский язык","70,66,72",1,1
202100143,0,2021-06-28,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","70,66,72",1,1
202100143,0,2021-06-28,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","70,66,72",1,1
202101753,1,2021-07-05,25,"Управление персоналом",1,"Математика,Обществознание,Русский язык","45,55,66",1,2
202101753,1,2021-07-05,24,Менеджмент,0,"Математика,Обществознание,Русский язык","45,55,66",1,2
202101753,1,2021-07-05,23,Экономика,0,"Математика,Обществознание,Русский язык","45,55,66",1,2
202100924,1,2021-07-01,62,"Реклама и связи с общественностью",1,"Русский язык,Обществознание,Иностранный язык","84,54,36",1,2
202100058,1,2021-07-01,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","78,91,86",1,1
202101934,1,2021-07-02,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","56,60,69",1,1
202101934,1,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","56,60,69",1,1
202101934,1,2021-07-02,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","56,60,69",1,1
202101934,1,2021-07-02,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","56,60,69",1,1
202101934,1,2021-07-02,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","56,60,69",1,1
202100082,1,2021-06-27,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","72,62,70",1,1
202100082,1,2021-06-27,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","72,62,70",1,1
202100082,1,2021-06-27,34,"Навигационно-баллистическое обеспечение применения космической техники",0,"Математика,Физика,Русский язык","72,62,70",1,1
202101457,1,2021-06-30,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,1,2021-06-30,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,1,2021-06-30,16,"Мехатроника и робототехника",0,"Математика,Физика,Русский язык","74,58,76",1,1
202101457,1,2021-06-30,9,"Теплоэнергетика и теплотехника",0,"Математика,Физика,Русский язык","74,58,76",1,1
202100941,1,2021-07-02,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","86,87,88",1,1
202100941,1,2021-07-02,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","86,87,88",1,1
202100941,1,2021-07-02,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","86,87,88",1,1
202101354,1,2021-07-02,25,"Управление персоналом",1,"Математика,Обществознание,Русский язык","50,69,86",1,2
202101354,1,2021-07-02,24,Менеджмент,0,"Математика,Обществознание,Русский язык","50,69,86",1,2
202101354,1,2021-07-02,23,Экономика,0,"Математика,Обществознание,Русский язык","50,69,86",1,2
202102041,1,2021-07-04,25,"Управление персоналом",0,"Математика,Обществознание,Русский язык","45,62,73",1,2
202102041,1,2021-07-04,24,Менеджмент,1,"Математика,Обществознание,Русский язык","45,62,73",1,2
202102041,1,2021-07-04,23,Экономика,0,"Математика,Обществознание,Русский язык","45,62,73",1,2
202100793,1,2021-06-26,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","45,53,49",1,1
202100793,1,2021-06-26,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","45,53,49",1,1
202100793,1,2021-06-26,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","45,53,49",1,2
202100793,1,2021-06-26,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","45,53,49",1,1
202100793,1,2021-06-26,6,Оптотехника,0,"Математика,Физика,Русский язык","45,53,49",1,2
202100793,1,2021-06-26,6,Оптотехника,0,"Математика,Физика,Русский язык","45,53,49",1,1
202100894,1,2021-07-04,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","45,61,78",1,2
202100894,1,2021-07-04,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","45,61,78",1,2
202100894,1,2021-07-04,6,Оптотехника,0,"Математика,Физика,Русский язык","45,61,78",1,2
202100894,1,2021-07-04,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","45,61,78",1,2
202100894,1,2021-07-04,16,"Мехатроника и робототехника",1,"Математика,Физика,Русский язык","45,61,78",1,2
202100474,1,2021-07-03,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","92,97,80",1,1
202100474,1,2021-07-03,5,Приборостроение,0,"Математика,Физика,Русский язык","92,97,80",1,1
202100474,1,2021-07-03,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","92,97,80",1,1
202100474,1,2021-07-03,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","92,97,80",1,1
202100474,1,2021-07-03,16,"Мехатроника и робототехника",1,"Математика,Физика,Русский язык","92,97,80",1,1
202101578,1,2021-07-01,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","70,80,88",1,1
202101578,1,2021-07-01,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","70,80,88",1,1
202101578,1,2021-07-01,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","70,80,88",1,1
202101578,1,2021-07-01,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","70,80,88",1,1
202101578,1,2021-07-01,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","70,80,88",1,1
202101326,1,2021-07-03,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","62,52,76",1,1
202100203,1,2021-06-26,18,"Ракетные комплексы и космонавтика",1,"Математика,Физика,Русский язык","78,81,72",1,1
202100203,1,2021-06-26,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","78,81,72",1,1
202100203,1,2021-06-26,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","78,81,72",1,1
202100203,1,2021-06-26,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","78,81,72",1,1
202100203,1,2021-06-26,19,"Баллистика и гидроаэродинамика",0,"Математика,Физика,Русский язык","78,81,72",1,1
202100754,1,2021-07-02,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","45,51,71",1,2
202100754,1,2021-07-02,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","45,51,71",1,2
202100754,1,2021-07-02,12,"Технологические машины и оборудование",0,"Математика,Физика,Русский язык","45,51,71",1,1
202100754,1,2021-07-02,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","45,51,71",1,2
202100754,1,2021-07-02,30,"Боеприпасы и взрыватели",0,"Математика,Физика,Русский язык","45,51,71",1,1
202100754,1,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","45,51,71",1,2
202100754,1,2021-07-02,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","45,51,71",1,1
202100754,1,2021-07-02,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,"Математика,Физика,Русский язык","45,51,71",1,1
202102184,1,2021-07-03,3,"Программная инженерия",1,"Математика,Информатика и ИКТ,Русский язык","78,65,73",2,2
202101370,1,2021-07-03,15,"Конструкторско-технологическое обеспечение машиностроительных производств",0,"Математика,Физика,Русский язык","84,52,76",1,1
202101370,1,2021-07-03,33,"Проектирование авиационных и ракетных двигателей",0,"Математика,Физика,Русский язык","84,52,76",1,1
202101370,1,2021-07-03,27,"Радиоэлектронные системы и комплексы",0,"Математика,Физика,Русский язык","84,52,76",1,1
202101370,1,2021-07-03,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","84,52,76",1,1
202101370,1,2021-07-03,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","84,52,76",1,1
202100953,1,2021-06-30,31,"Стрелково-пушечное, артиллерийское и ракетное оружие",1,"Математика,Физика,Русский язык","82,70,78",1,1
202100953,1,2021-06-30,37,"Специальные организационно-технические системы",0,"Математика,Физика,Русский язык","82,70,78",1,1
202100953,1,2021-06-30,8,"Лазерная техника и лазерные технологии",0,"Математика,Физика,Русский язык","82,70,78",1,1
202101754,1,2021-07-01,32,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,"Математика,Физика,Русский язык","82,74,72",1,1
202101754,1,2021-07-01,18,"Ракетные комплексы и космонавтика",0,"Математика,Физика,Русский язык","82,74,72",1,1
202101754,1,2021-07-01,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","82,74,72",1,1
202101754,1,2021-07-01,10,"Энергетическое машиностроение",0,"Математика,Физика,Русский язык","82,74,72",1,1
202100447,1,2021-07-02,30,"Боеприпасы и взрыватели",1,"Математика,Физика,Русский язык","68,55,69",1,1
202100447,1,2021-07-02,20,"Двигатели летательных аппаратов",0,"Математика,Физика,Русский язык","68,55,69",1,1
